mdn_hash,device_make,device_model,entry_time,exit_time,duration,timeZone,state,city,latitude,longitude,CMA_CD
0726ad19-d4eb-46e2-87cd-4dd30b6a6d67,Kyocera,Pixel 6,2024-09-14 17:18:27,2024-09-14 18:27:36,69,CST,TX,Arlington,32.750819605128655,-97.08042927969146,3
2bf8363a-da5c-4d1a-ac58-cfc2bb377bb0,Apple,Pixel 6,2024-09-14 17:08:11,2024-09-14 18:30:01,81,CST,TX,Murphy,32.749858322955696,-97.08016461676434,1
f0837062-69be-43d4-8fa6-ef535fcaef87,Google,Galaxy S21,2024-09-14 17:44:29,2024-09-14 18:09:17,24,CST,TX,Princeton,32.75044997748581,-97.09660141859908,3
d68530b8-8790-4f1e-863d-48154fabd5a6,Motorola,iPhone 13,2024-09-14 18:49:26,2024-09-14 20:00:00,70,CST,TX,Arlington,32.745366152108026,-97.08738693854873,6
9770e065-3961-4d05-9aac-7a1538a29ebb,Samsung,Pixel 6,2024-09-14 15:56:39,2024-09-14 19:21:11,204,CST,TX,Richardson,32.74402219826153,-97.11075076941584,6
acfa49b0-276a-42fa-8dd3-7c6f29555535,Kyocera,DuraForce PRO 2,2024-09-14 15:06:01,2024-09-14 17:09:08,123,CST,TX,Celina,32.74520343365633,-97.09694347762105,3
06370cda-5e60-4c8f-a141-8848a470ca04,Kyocera,Galaxy S21,2024-09-14 19:32:31,2024-09-14 20:00:00,27,CST,TX,Garland,32.74646805991258,-97.10032995764985,6
d6c8edc2-689f-4e79-a269-a9cfda928538,Google,iPhone 13,2024-09-14 13:58:07,2024-09-14 17:53:14,235,CST,TX,Dallas,32.74782290713069,-97.09525527543182,1
bc0f6e8b-fd64-45ef-8b11-f6fd94dd40fe,Samsung,Pixel 6,2024-09-14 18:02:40,2024-09-14 20:00:00,117,CST,TX,McKinney,32.75002074783652,-97.07594027496232,7
7af50392-48b2-4ba9-88e0-99f9257e6d5e,Google,iPhone 13,2024-09-14 15:41:23,2024-09-14 19:31:13,229,CST,TX,Garland,32.75170873199715,-97.10140905060088,2
6d83d858-c7c7-4000-84e0-1bc69b8bed7c,Samsung,Pixel 6,2024-09-14 18:01:15,2024-09-14 19:03:51,62,CST,TX,Garland,32.74386011497433,-97.08182681998093,5
cf5bb375-cbfe-4d07-aa2f-514a61b5a614,Samsung,Galaxy S21,2024-09-14 12:45:05,2024-09-14 15:46:36,181,CST,TX,Irving,32.74569144729043,-97.10926391059209,3
a12daf06-33cf-423f-8e90-18378d6cdbb0,Motorola,iPhone 13,2024-09-14 18:44:55,2024-09-14 20:00:00,75,CST,TX,Gunter,32.75222898244701,-97.09941097321733,7
e6fb4d70-c8e2-4515-8520-1fcb8dbcc192,Apple,Pixel 6,2024-09-14 16:23:01,2024-09-14 17:13:48,50,CST,TX,Prosper,32.74828883704816,-97.10882401860496,7
357dd7cf-dc35-4aea-9017-2be7bdcfb44f,Samsung,Galaxy S21,2024-09-14 16:32:36,2024-09-14 17:32:31,59,CST,TX,Southlake,32.74286961984807,-97.08270812861238,5
6a7e9485-652f-4c55-bd85-50fa82be6e15,Samsung,DuraForce PRO 2,2024-09-14 19:40:32,2024-09-14 20:00:00,19,CST,TX,Prosper,32.74765278571047,-97.09813392620636,2
ffe09606-fbaa-4f85-8446-d0ea810e37e8,Apple,Galaxy S21,2024-09-14 13:03:19,2024-09-14 16:32:35,209,CST,TX,Princeton,32.747466692051766,-97.1079037190093,6
f75b35e3-5e1f-42d1-b68b-7e1833c26997,Motorola,Galaxy S21,2024-09-14 17:24:02,2024-09-14 18:32:17,68,CST,TX,Southlake,32.75084209306747,-97.10117561602985,6
db786e98-2b29-4762-952a-21ef9776634b,Apple,Moto G Power,2024-09-14 12:39:06,2024-09-14 14:15:35,96,CST,TX,DFW,32.7476984769494,-97.09637047123678,1
c4049b01-b8c6-4f58-9a0e-510d57d083ac,Motorola,Pixel 6,2024-09-14 13:19:56,2024-09-14 14:30:29,70,CST,TX,Irving,32.74682770076561,-97.09824278273514,3
fc606171-5a73-4cae-95bf-6268cb1c9dd7,Apple,DuraForce PRO 2,2024-09-14 17:06:04,2024-09-14 17:57:19,51,CST,TX,Prosper,32.75181910279991,-97.0960529725284,1
3dee2d92-d63e-481b-8688-67e7190072dc,Samsung,iPhone 13,2024-09-14 17:23:57,2024-09-14 17:52:24,28,CST,TX,Dallas,32.746128726508886,-97.07468127817675,6
22da3a21-4386-476c-88ab-34c0cfd0c73a,Motorola,Moto G Power,2024-09-14 18:41:41,2024-09-14 19:03:45,22,CST,TX,Gunter,32.75123759974129,-97.09290896493994,3
37ec9a42-36b3-4820-8b14-dac7cdd71a3f,Motorola,Galaxy S21,2024-09-14 17:33:39,2024-09-14 19:42:12,128,CST,TX,Rockwall,32.751755707057285,-97.0837950339035,5
0507425d-6c4f-4f94-9f5c-44854607f0e5,Motorola,Moto G Power,2024-09-14 17:21:11,2024-09-14 19:46:35,145,CST,TX,Dallas,32.75024113490297,-97.07782339520966,3
bdfcadaa-8e7a-4b5d-9870-556fcd5865d2,Samsung,iPhone 13,2024-09-14 12:56:03,2024-09-14 16:49:02,232,CST,TX,Prosper,32.747526278632684,-97.10342824002815,5
007f0b61-9f06-47ee-ba6f-67659f84d114,Kyocera,DuraForce PRO 2,2024-09-14 14:19:23,2024-09-14 16:38:36,139,CST,TX,Dallas,32.747513939886055,-97.10084784689919,7
683d2e3c-3cbb-4c56-850a-06163a3163a8,Google,DuraForce PRO 2,2024-09-14 19:29:05,2024-09-14 20:00:00,30,CST,TX,Irving,32.75069516573844,-97.09567571588734,3
b10f130d-339f-4c3c-8b6c-24d767ef52c5,Apple,Pixel 6,2024-09-14 15:08:22,2024-09-14 16:40:12,91,CST,TX,Arlington,32.74778878225867,-97.09777663851419,6
b70ad7d9-927d-4f41-a80e-7e276b172159,Apple,Galaxy S21,2024-09-14 14:46:36,2024-09-14 16:39:07,112,CST,TX,Gunter,32.75132722074876,-97.10763323660085,4
646fd104-3676-458d-879b-933f25020b09,Google,iPhone 13,2024-09-14 17:31:10,2024-09-14 19:00:28,89,CST,TX,Celina,32.74610807950548,-97.09327303540694,1
706052c1-37fe-4c61-8b6a-69feb869cefe,Apple,Moto G Power,2024-09-14 13:17:37,2024-09-14 14:25:27,67,CST,TX,DFW,32.74605669944343,-97.08686843677997,1
6e15e58d-b281-43ea-a09d-6649978216bf,Samsung,Galaxy S21,2024-09-14 19:24:54,2024-09-14 20:00:00,35,CST,TX,Frisco,32.75041959352128,-97.11280442606436,1
6d2ecfb5-70f6-4b9b-b03e-bc43a29b72fe,Google,Pixel 6,2024-09-14 18:59:07,2024-09-14 20:00:00,60,CST,TX,Celina,32.746224687791,-97.11394516260746,4
da2c02a2-f791-469f-b074-49ef8982c9f1,Google,Galaxy S21,2024-09-14 18:29:12,2024-09-14 20:00:00,90,CST,TX,Arlington,32.74726224903673,-97.09997355025286,1
bd311eec-707e-4480-93b9-1354b5e95df2,Samsung,Moto G Power,2024-09-14 14:03:09,2024-09-14 14:22:01,18,CST,TX,Murphy,32.74684601545427,-97.11108697415351,1
ec4934ce-15d8-41e4-ad9b-0cc12e3de9f4,Google,Pixel 6,2024-09-14 19:26:54,2024-09-14 20:00:00,33,CST,TX,Richardson,32.74551272563025,-97.09355418159686,3
7e1ed490-6a61-438f-a8aa-52fd2615f7c4,Samsung,Pixel 6,2024-09-14 14:06:56,2024-09-14 14:56:35,49,CST,TX,Gunter,32.74291202340096,-97.10137208866173,2
b2cd12ea-ab6f-4313-b23e-5c5f02e8cb1a,Motorola,Moto G Power,2024-09-14 16:02:10,2024-09-14 17:26:12,84,CST,TX,Princeton,32.74935665491654,-97.10254680188639,5
e5ca9768-e1bd-4623-a09d-d14db73c8966,Google,DuraForce PRO 2,2024-09-14 17:23:29,2024-09-14 19:14:46,111,CST,TX,Frisco,32.750376862073466,-97.0951759705179,6
6ca6773d-8ac2-4ade-8b96-7f686e390bb0,Samsung,Moto G Power,2024-09-14 17:03:57,2024-09-14 20:00:00,176,CST,TX,Prosper,32.746255452250196,-97.10964701094663,3
546cb441-420a-4e8f-8693-120dd59075ef,Apple,Pixel 6,2024-09-14 13:25:51,2024-09-14 13:50:07,24,CST,TX,Dallas,32.74540656746053,-97.1080283304672,1
7270e297-e73b-4aa8-99be-020e5b925442,Apple,DuraForce PRO 2,2024-09-14 17:37:12,2024-09-14 18:48:27,71,CST,TX,Prosper,32.74830703096902,-97.09362640772966,5
921f02d1-8f3a-4000-be3c-35b72fab0142,Samsung,Moto G Power,2024-09-14 12:09:47,2024-09-14 14:47:05,157,CST,TX,McKinney,32.74459958019782,-97.11363470062845,7
b4b0f215-cf71-438a-ba10-a262eeb307c2,Kyocera,Moto G Power,2024-09-14 12:31:09,2024-09-14 16:12:06,220,CST,TX,Gunter,32.74962716395013,-97.11257123736111,5
c892ba61-480b-4e02-b46f-abf5990cf5e1,Kyocera,iPhone 13,2024-09-14 13:17:45,2024-09-14 13:28:17,10,CST,TX,Celina,32.745507912594945,-97.103752174524,2
e746456d-cb20-4a60-8d2f-827a80014fe8,Apple,Moto G Power,2024-09-14 14:07:06,2024-09-14 14:25:23,18,CST,TX,McKinney,32.74734804585345,-97.0838813983883,6
bc698db8-64c5-4464-b743-18e03d1dcbcc,Samsung,Moto G Power,2024-09-14 19:44:47,2024-09-14 20:00:00,15,CST,TX,Southlake,32.75086101780421,-97.08639953365734,6
a854d1a4-38e6-4152-afbb-7a094aff878c,Apple,DuraForce PRO 2,2024-09-14 12:24:15,2024-09-14 13:37:36,73,CST,TX,Richardson,32.74902124627727,-97.09588485040855,1
b0b5f700-f42d-434c-b843-319c42232c0d,Kyocera,Moto G Power,2024-09-14 16:37:55,2024-09-14 17:07:08,29,CST,TX,Prosper,32.74539775946594,-97.1079778500603,4
5ddf2c37-29f5-4026-a2c8-bfab3c86d6f2,Apple,Galaxy S21,2024-09-14 19:51:08,2024-09-14 20:00:00,8,CST,TX,Irving,32.746334289086,-97.09577527138897,1
bbafd628-c500-4932-8272-c514ef9ef5ff,Google,Galaxy S21,2024-09-14 13:06:53,2024-09-14 13:40:20,33,CST,TX,DFW,32.74763654369784,-97.10773801457498,2
dfbe8374-e858-451e-9315-791746c61458,Motorola,Pixel 6,2024-09-14 12:56:35,2024-09-14 16:22:47,206,CST,TX,Plano,32.74645326085807,-97.09103800070135,4
f4a5ef9b-1ba5-4589-a7f1-2068c7db7142,Apple,Pixel 6,2024-09-14 19:30:59,2024-09-14 19:43:26,12,CST,TX,Rockwall,32.74791974028733,-97.09517497065295,2
008470fc-5171-4490-93ff-acc18de4b18b,Google,Galaxy S21,2024-09-14 19:51:27,2024-09-14 20:00:00,8,CST,TX,Rockwall,32.74862699167949,-97.10724524460947,2
00b8f83c-cf1b-4f29-9c96-7923866d1259,Kyocera,Galaxy S21,2024-09-14 13:47:32,2024-09-14 17:11:42,204,CST,TX,Southlake,32.747228437947065,-97.11714752840157,7
98d5b9d3-e7f3-4a91-bf8e-543e92a23a6d,Apple,Moto G Power,2024-09-14 16:43:48,2024-09-14 19:00:49,137,CST,TX,Prosper,32.74996379816138,-97.08723382144923,7
c0025c89-e5ab-4808-9271-df5c0a447ad5,Motorola,Galaxy S21,2024-09-14 15:59:19,2024-09-14 16:37:54,38,CST,TX,Southlake,32.749864933994914,-97.07936738425326,5
9d0cd174-8ae3-458e-a79b-32d80c6e6006,Motorola,Galaxy S21,2024-09-14 18:49:59,2024-09-14 20:00:00,70,CST,TX,Murphy,32.74614193041765,-97.0846781868665,6
66b67950-5c41-4ce8-8059-276b0c61e7f4,Apple,Moto G Power,2024-09-14 16:49:45,2024-09-14 20:00:00,190,CST,TX,Murphy,32.74528244506165,-97.09042996692753,1
035877df-3c48-404c-8801-f117f4e4e2da,Google,iPhone 13,2024-09-14 19:36:54,2024-09-14 19:49:59,13,CST,TX,Murphy,32.74746977643449,-97.07456889728536,2
d7a6e28a-a949-4616-a58c-d5545ea78d9f,Apple,DuraForce PRO 2,2024-09-14 12:52:56,2024-09-14 13:26:24,33,CST,TX,Irving,32.74425763063658,-97.10459201185154,6
0a53cbc5-0644-46ac-aba9-074f7303f501,Google,iPhone 13,2024-09-14 18:36:29,2024-09-14 20:00:00,83,CST,TX,McKinney,32.74936869418845,-97.11186558867261,5
b1cf5e63-a237-4442-bd8a-8fb2c45947bf,Samsung,Moto G Power,2024-09-14 14:41:55,2024-09-14 15:59:44,77,CST,TX,Rockwall,32.74383844678032,-97.11080203379176,7
83db4b4d-c349-4cbc-b557-efea552814a0,Samsung,Moto G Power,2024-09-14 12:38:01,2024-09-14 14:54:32,136,CST,TX,Gunter,32.74587419674326,-97.09291891836476,4
66324fff-9e29-4268-865b-389a76a7f143,Google,DuraForce PRO 2,2024-09-14 16:49:13,2024-09-14 18:07:11,77,CST,TX,Plano,32.747331320109296,-97.09191278184758,2
96fbf122-9ba0-470a-ad96-ef3d4927f11c,Motorola,Pixel 6,2024-09-14 14:14:24,2024-09-14 16:50:13,155,CST,TX,Plano,32.74519058077023,-97.10237684197718,5
c3f842d0-60fc-4a6f-9972-8a812e810121,Google,DuraForce PRO 2,2024-09-14 19:08:53,2024-09-14 20:00:00,51,CST,TX,Arlington,32.74327610667014,-97.09652416878849,3
4e6759d7-6528-429b-a22f-b40b653ec5ab,Samsung,Pixel 6,2024-09-14 17:27:29,2024-09-14 18:07:19,39,CST,TX,Dallas,32.74586588217287,-97.08652500214598,2
970107ca-2bee-48fc-bedb-636e7d43979a,Apple,iPhone 13,2024-09-14 16:48:05,2024-09-14 19:54:51,186,CST,TX,Murphy,32.74603417116703,-97.08507959244365,5
61694108-5c3f-4e08-9ad1-0739b14c2685,Samsung,Moto G Power,2024-09-14 18:11:23,2024-09-14 20:00:00,108,CST,TX,Garland,32.74428444153196,-97.08654978556886,3
0b29eadd-e88d-4669-b4ca-24b926c5e702,Apple,DuraForce PRO 2,2024-09-14 17:06:58,2024-09-14 20:00:00,173,CST,TX,Denton,32.75014044299379,-97.08951294108867,4
51f58991-a24b-40ea-a79d-e2ea9d910951,Samsung,Moto G Power,2024-09-14 15:14:57,2024-09-14 18:12:08,177,CST,TX,Gunter,32.750596927008175,-97.1045034166829,4
425366d9-61a8-495a-8f61-34490aa56bfe,Samsung,Galaxy S21,2024-09-14 13:44:07,2024-09-14 15:06:12,82,CST,TX,Arlington,32.74249226021125,-97.09367692533816,2
e3dc52a5-a08f-438a-83f5-3b40af861d2d,Apple,Pixel 6,2024-09-14 15:23:11,2024-09-14 15:53:59,30,CST,TX,Arlington,32.74618348138718,-97.07540331392879,5
7fbe9f92-d324-4b80-80ed-fd7679124a7d,Motorola,iPhone 13,2024-09-14 16:15:51,2024-09-14 18:12:11,116,CST,TX,Gunter,32.743921496612785,-97.10532773624728,1
49b1326f-34ce-4a7e-a962-c397a2600e99,Samsung,Moto G Power,2024-09-14 13:11:40,2024-09-14 15:09:30,117,CST,TX,Rockwall,32.74861623165097,-97.10480657207658,1
f967160c-2d4d-486c-89ed-02a105320059,Samsung,Moto G Power,2024-09-14 18:46:12,2024-09-14 20:00:00,73,CST,TX,Prosper,32.74978082617984,-97.09594239852447,2
d04fd2c7-8a7b-48d2-a9e3-c03e9fc3df0d,Kyocera,DuraForce PRO 2,2024-09-14 12:00:03,2024-09-14 14:40:30,160,CST,TX,Denton,32.74796902056704,-97.07598148003302,5
ca073c84-72da-410e-a5ef-34d0d108add9,Apple,iPhone 13,2024-09-14 15:18:46,2024-09-14 16:28:13,69,CST,TX,Arlington,32.74863419863063,-97.1070034228133,1
5b09c0b5-e88d-4c68-bcd8-76d490d4ca6d,Kyocera,Galaxy S21,2024-09-14 14:17:58,2024-09-14 17:39:43,201,CST,TX,Southlake,32.74264434983425,-97.09012634375586,3
34205f99-0788-4b70-a0d5-19c2ad209514,Motorola,iPhone 13,2024-09-14 12:47:32,2024-09-14 16:33:41,226,CST,TX,Rockwall,32.74343916476202,-97.10156683772519,3
92068d4f-5693-4643-9ff3-65558766f5ac,Samsung,Galaxy S21,2024-09-14 14:20:52,2024-09-14 16:17:25,116,CST,TX,Prosper,32.7501285889832,-97.0899036341081,3
d11db66e-b373-4ec6-878c-8793c8260f9a,Apple,iPhone 13,2024-09-14 16:40:08,2024-09-14 16:59:58,19,CST,TX,Denton,32.74511390727777,-97.1149449502325,2
5e0898ca-65e9-4e0d-9722-bfe3738c85af,Google,Pixel 6,2024-09-14 13:44:17,2024-09-14 15:42:47,118,CST,TX,Gunter,32.75203475191443,-97.08486585744154,3
5146cb73-50d0-45be-9688-d4fc19d521f2,Apple,Galaxy S21,2024-09-14 15:34:34,2024-09-14 18:16:29,161,CST,TX,Prosper,32.74990970655462,-97.09487611402201,3
e827720d-1ce1-40ed-a70d-05c97a825ae1,Motorola,iPhone 13,2024-09-14 14:13:56,2024-09-14 17:49:16,215,CST,TX,Celina,32.745375181902226,-97.11125494738906,2
235fef66-9d44-4c75-9ffe-cb28ca3b917d,Apple,iPhone 13,2024-09-14 12:15:46,2024-09-14 13:43:44,87,CST,TX,Southlake,32.74743846683149,-97.11230269127785,4
d684e30e-13fb-4c01-b55b-ff6bea95fcf7,Samsung,Pixel 6,2024-09-14 19:42:43,2024-09-14 20:00:00,17,CST,TX,Plano,32.74893317302612,-97.1012976184626,2
08c71881-31d1-4f36-9eed-d52b0fe833b9,Motorola,Moto G Power,2024-09-14 14:09:31,2024-09-14 17:04:52,175,CST,TX,Southlake,32.744972240940136,-97.0956675672407,4
de72e091-948b-4c10-a035-226d92e6d8dc,Google,Pixel 6,2024-09-14 18:41:51,2024-09-14 20:00:00,78,CST,TX,Richardson,32.74483524456097,-97.07569840099956,1
cb7ee5cd-05d2-44f4-9fb3-9c8bd265bbef,Kyocera,Galaxy S21,2024-09-14 15:27:10,2024-09-14 17:06:44,99,CST,TX,Rockwall,32.75151953542701,-97.103141684559,6
51e54218-13f7-4675-9b8f-f09df20f833e,Samsung,iPhone 13,2024-09-14 12:51:02,2024-09-14 13:38:31,47,CST,TX,McKinney,32.74548980924782,-97.08008767310025,5
7dde59eb-541d-4e07-a281-82121bd6948d,Apple,Pixel 6,2024-09-14 12:23:26,2024-09-14 16:01:39,218,CST,TX,Arlington,32.74800111417647,-97.08308262616143,5
4ed99be2-bda1-4275-ba1c-344af24fd52f,Google,Pixel 6,2024-09-14 14:55:42,2024-09-14 15:13:10,17,CST,TX,Frisco,32.75042790501161,-97.10829026910602,4
c637ca4e-2dc6-47cc-88ba-9bbe7ef93f94,Motorola,DuraForce PRO 2,2024-09-14 13:17:20,2024-09-14 15:37:21,140,CST,TX,Gunter,32.745434120955785,-97.08052728227011,7
b7c7fa84-5128-4f59-ad47-8d6fd0dd1428,Google,DuraForce PRO 2,2024-09-14 13:21:16,2024-09-14 16:59:59,218,CST,TX,Rockwall,32.747733344803514,-97.076055140114,1
2ef88370-fcd8-46ee-83b8-9753e52a38a2,Kyocera,Moto G Power,2024-09-14 16:07:20,2024-09-14 17:13:26,66,CST,TX,Rockwall,32.74862659574278,-97.08010111676316,6
124e4200-8377-44b0-ad30-457f613dd5fd,Apple,iPhone 13,2024-09-14 13:49:57,2024-09-14 17:46:12,236,CST,TX,Irving,32.74469513429784,-97.10151150259206,6
efbb9c1c-238d-447f-873d-db5f08f082c5,Motorola,Moto G Power,2024-09-14 12:44:42,2024-09-14 13:29:32,44,CST,TX,DFW,32.74947492375225,-97.09941238158164,4
8fb9eda8-ca70-4997-8040-12808ba94143,Motorola,iPhone 13,2024-09-14 14:17:59,2024-09-14 15:12:34,54,CST,TX,Denton,32.74543858856039,-97.1059252688398,7
fd1cdf38-c96f-4f61-8137-3be9280d6289,Samsung,Moto G Power,2024-09-14 12:48:20,2024-09-14 15:58:11,189,CST,TX,Southlake,32.75069032379779,-97.10256832680989,2
5e59a025-450a-49f3-90ee-151f44faa80d,Google,Pixel 6,2024-09-14 17:00:02,2024-09-14 19:40:36,160,CST,TX,Plano,32.74438370391153,-97.08108934675936,3
6f20de3a-724b-4348-9a22-ae5b48170492,Kyocera,Galaxy S21,2024-09-14 14:46:24,2024-09-14 17:03:36,137,CST,TX,McKinney,32.750398091926094,-97.09028098449181,4
9d0b6781-bf68-4ab6-a6a0-3f5f6c2b5fc4,Google,DuraForce PRO 2,2024-09-14 18:15:49,2024-09-14 20:00:00,104,CST,TX,Plano,32.7486539304015,-97.08093011457913,6
1a898a42-bc63-445f-96b0-08501f986236,Kyocera,Galaxy S21,2024-09-14 12:59:18,2024-09-14 13:34:40,35,CST,TX,Celina,32.750382739429355,-97.09857945784316,5
c8da6886-a02d-40a6-835d-8424ef6cee55,Motorola,Moto G Power,2024-09-14 19:33:19,2024-09-14 19:47:01,13,CST,TX,Celina,32.74542679829566,-97.10813620147317,3
b2fcf1a7-1a4d-4704-a29d-ef01436567e0,Motorola,Pixel 6,2024-09-14 14:24:23,2024-09-14 15:33:54,69,CST,TX,McKinney,32.747824055228094,-97.11106521198228,1
ee2be870-97b6-4f0e-a778-c13f8358fca3,Apple,DuraForce PRO 2,2024-09-14 19:32:48,2024-09-14 20:00:00,27,CST,TX,Plano,32.750164378414624,-97.10551412232866,5
3aba49e1-a629-450b-9575-0a61aef42b2c,Apple,Pixel 6,2024-09-14 13:09:18,2024-09-14 14:48:58,99,CST,TX,Irving,32.74388676274952,-97.10250893579773,1
5c167e42-798e-48f6-82a2-bb9e402c318b,Kyocera,DuraForce PRO 2,2024-09-14 17:05:38,2024-09-14 18:57:47,112,CST,TX,Plano,32.74646932340057,-97.1169502488424,7
ff07e95f-3244-46d7-a49f-31f40f31ac34,Kyocera,DuraForce PRO 2,2024-09-14 18:02:07,2024-09-14 20:00:00,117,CST,TX,Denton,32.74843182930114,-97.10391357294925,5
0a2faaca-5322-4903-8ba6-474caf298866,Motorola,Galaxy S21,2024-09-14 17:13:14,2024-09-14 18:56:27,103,CST,TX,Richardson,32.745525813497665,-97.09543698072653,3
4d6cfdb6-673e-4ff0-b955-a3bcb99a0ed9,Samsung,iPhone 13,2024-09-14 14:42:53,2024-09-14 16:31:15,108,CST,TX,McKinney,32.74883870261961,-97.09661312335764,6
57812e31-2e1a-4fbe-b2bd-e0fbc1b50986,Google,iPhone 13,2024-09-14 16:29:54,2024-09-14 19:51:23,201,CST,TX,Richardson,32.74407126392771,-97.0787880176334,3
eb5a4ed1-4d14-40ce-a3e9-a2f4d1ca7534,Google,Pixel 6,2024-09-14 12:26:36,2024-09-14 15:40:00,193,CST,TX,Arlington,32.7462670554075,-97.10601910590657,7
b1e94098-51c7-4bea-884c-91d159ce3c39,Samsung,iPhone 13,2024-09-14 14:43:46,2024-09-14 16:48:19,124,CST,TX,Frisco,32.74520395137385,-97.10584248847725,7
f5c99a2a-c024-4cbf-bd11-4b3b3a2956aa,Motorola,Pixel 6,2024-09-14 16:23:06,2024-09-14 16:47:50,24,CST,TX,Murphy,32.74617816830274,-97.10856230096871,5
f9a7387d-14c8-4140-b9a3-ef7f02a1d28f,Google,Moto G Power,2024-09-14 18:56:17,2024-09-14 20:00:00,63,CST,TX,McKinney,32.745061715651225,-97.10696271054148,5
30a19098-6c27-46ff-ac90-c6e1bcee7067,Motorola,DuraForce PRO 2,2024-09-14 15:42:44,2024-09-14 16:49:16,66,CST,TX,Rockwall,32.746243831463836,-97.10959931965208,3
e87ee622-d0e1-4d19-ac35-debf83b8aca0,Google,Moto G Power,2024-09-14 15:08:01,2024-09-14 15:26:38,18,CST,TX,Rockwall,32.74651902044302,-97.09223342044506,7
6cda7ef1-3e7b-416c-9e02-17cbb6018252,Motorola,DuraForce PRO 2,2024-09-14 17:38:05,2024-09-14 18:44:24,66,CST,TX,Richardson,32.74988054457706,-97.08138800361169,1
6e2cd6b9-2b0c-40a0-b9c1-3fbfc88bb662,Motorola,Galaxy S21,2024-09-14 15:12:04,2024-09-14 17:55:48,163,CST,TX,Southlake,32.743121138605176,-97.10708734477868,2
26383ec9-7071-45b1-b9ee-aeea08e457b2,Motorola,Galaxy S21,2024-09-14 19:57:45,2024-09-14 20:00:00,2,CST,TX,Princeton,32.747975138899605,-97.08011281057334,2
e3423a91-f20c-4068-b29b-aa61de2765c9,Google,DuraForce PRO 2,2024-09-14 14:20:09,2024-09-14 15:04:46,44,CST,TX,Richardson,32.74590673593992,-97.10402360712337,2
94ebe572-f304-46cb-8733-e3974b462877,Apple,DuraForce PRO 2,2024-09-14 16:07:55,2024-09-14 18:41:23,153,CST,TX,McKinney,32.75231478665407,-97.08706649461419,2
679fdeaf-4963-4214-b6f3-a0cc3a71ffb8,Google,Moto G Power,2024-09-14 13:29:43,2024-09-14 14:24:26,54,CST,TX,Murphy,32.749865698144276,-97.09807609138589,6
ab85bbec-f417-4f89-ad3b-9e4af5d17a22,Google,Galaxy S21,2024-09-14 18:11:40,2024-09-14 20:00:00,108,CST,TX,Prosper,32.7511173172637,-97.08308526218138,2
fcf5da01-ebf9-48c4-8b3b-9faa77be2245,Apple,Pixel 6,2024-09-14 18:06:19,2024-09-14 20:00:00,113,CST,TX,Garland,32.74462752813379,-97.09779415376522,4
a5b9d075-38bb-41d0-aa58-0a69dce74f94,Google,DuraForce PRO 2,2024-09-14 13:03:03,2024-09-14 14:16:50,73,CST,TX,Denton,32.74636192817958,-97.0864299562124,5
88cef33e-5692-426c-8028-4a9cc914b256,Motorola,Moto G Power,2024-09-14 12:21:14,2024-09-14 16:21:06,239,CST,TX,Plano,32.74484845069265,-97.08112658881406,7
93752a4f-f66d-4759-86da-dde23eff1ed0,Google,iPhone 13,2024-09-14 18:04:03,2024-09-14 20:00:00,115,CST,TX,Murphy,32.74595391506,-97.0889225920656,7
903f7890-16bd-44d7-9aa7-e27d5f947885,Samsung,Pixel 6,2024-09-14 13:13:14,2024-09-14 15:12:53,119,CST,TX,DFW,32.74913923647291,-97.10057592861115,4
9c330c32-e392-43f2-82ee-71bda25494aa,Google,Pixel 6,2024-09-14 13:49:50,2024-09-14 16:43:45,173,CST,TX,Murphy,32.746775002029366,-97.0947467701632,4
912b3995-9b4e-4516-b24c-090fe2ea386c,Google,Pixel 6,2024-09-14 19:55:54,2024-09-14 20:00:00,4,CST,TX,Arlington,32.74940547670814,-97.09502085967632,5
3a2780c6-2e3a-4620-a649-5a4d222e00ce,Google,iPhone 13,2024-09-14 19:19:19,2024-09-14 20:00:00,40,CST,TX,Garland,32.745364669092254,-97.08219909593012,2
80e01f49-997d-406a-a6ad-47d8c73d2ab4,Motorola,iPhone 13,2024-09-14 16:12:27,2024-09-14 16:36:42,24,CST,TX,Irving,32.7452427782966,-97.11221675793006,1
57443e32-c9d0-46f6-92fb-279ce0092519,Apple,iPhone 13,2024-09-14 13:18:46,2024-09-14 16:30:10,191,CST,TX,Denton,32.75238984478418,-97.09421379399014,1
c825066e-d664-4428-8f0c-93618cc9dbd4,Apple,DuraForce PRO 2,2024-09-14 14:23:58,2024-09-14 17:05:11,161,CST,TX,Southlake,32.74535361202181,-97.11440565794486,5
e05498a1-b12c-48b6-a649-ce78540bccba,Google,Moto G Power,2024-09-14 17:21:36,2024-09-14 18:16:21,54,CST,TX,Garland,32.747143186082454,-97.1068839274063,1
ccc6d746-5e02-4d6e-84a6-e0f0ea3063f1,Kyocera,Moto G Power,2024-09-14 19:46:50,2024-09-14 20:00:00,13,CST,TX,Murphy,32.74249800540989,-97.10089159255962,5
05c07d53-fcce-4de0-bdc3-64ebc8382bc4,Kyocera,Pixel 6,2024-09-14 17:28:23,2024-09-14 20:00:00,151,CST,TX,Plano,32.743905601705606,-97.09430209341329,1
c437d28a-3961-4525-b221-b97a988e2a3d,Apple,Galaxy S21,2024-09-14 13:23:56,2024-09-14 14:20:30,56,CST,TX,Southlake,32.748660281074955,-97.11614287107723,5
